    3.97,    7.64,   82.79,   52.54,  140.93,   10.42,   -8.60
    3.98,    7.52,   82.76,   52.58,  140.92,   10.25,   -8.61
    3.99,    7.41,   82.72,   52.61,  140.90,   10.07,   -8.62
    4.00,    7.29,   82.69,   52.65,  140.88,    9.90,   -8.62
    4.02,    7.05,   82.64,   52.73,  140.83,    9.54,   -8.60
    4.03,    6.92,   82.61,   52.77,  140.80,    9.36,   -8.59
    4.04,    6.80,   82.59,   52.81,  140.77,    9.18,   -8.57
    4.05,    6.67,   82.58,   52.85,  140.74,    9.00,   -8.54
    4.06,    6.54,   82.56,   52.89,  140.70,    8.81,   -8.51
    4.07,    6.41,   82.55,   52.93,  140.67,    8.63,   -8.48
    4.08,    6.28,   82.54,   52.98,  140.63,    8.44,   -8.44
    4.09,    6.15,   82.54,   53.02,  140.58,    8.26,   -8.39
    4.10,    6.02,   82.53,   53.06,  140.54,    8.07,   -8.34
    4.11,    5.88,   82.53,   53.11,  140.49,    7.88,   -8.28
    4.12,    5.74,   82.54,   53.15,  140.44,    7.69,   -8.22
    4.13,    5.61,   82.55,   53.20,  140.39,    7.51,   -8.16
    4.14,    5.47,   82.56,   53.25,  140.33,    7.32,   -8.09
    4.15,    5.33,   82.57,   53.30,  140.27,    7.13,   -8.01
    4.16,    5.19,   82.58,   53.34,  140.21,    6.94,   -7.93
    4.17,    5.05,   82.60,   53.39,  140.14,    6.75,   -7.85
    4.18,    4.91,   82.63,   53.44,  140.08,    6.56,   -7.76
    4.20,    4.63,   82.68,   53.54,  139.93,    6.18,   -7.57
    4.21,    4.48,   82.71,   53.59,  139.86,    6.00,   -7.46
    4.22,    4.34,   82.75,   53.65,  139.78,    5.81,   -7.36
    4.24,    4.05,   82.83,   53.75,  139.61,    5.44,   -7.13
    4.25,    3.91,   82.87,   53.80,  139.52,    5.25,   -7.01
    4.26,    3.77,   82.92,   53.86,  139.43,    5.07,   -6.88
    4.27,    3.62,   82.97,   53.91,  139.33,    4.88,   -6.76
    4.28,    3.48,   83.02,   53.97,  139.24,    4.70,   -6.62
    4.29,    3.34,   83.08,   54.03,  139.14,    4.52,   -6.49
